# number / title	text	type	code	data
Vastaavaa				
__Pysyvät vastaavat				
4790	Arvonlisäverovelka	LIABILITY	VAT_PAYABLE	
47901	Alv myynnistä	LIABILITY	VAT_FROM_SALES	
47902	Alv ostoista	LIABILITY	VAT_FROM_PURCHASES	
47903	Alv suoritettava EU-ostoista	LIABILITY		
47904	Alv vähennettävä EU-ostoista	LIABILITY		
4795	Velat työntekijöille	LIABILITY		
4800	Velat osakkaille	LIABILITY		
4805	Velat johdolle	LIABILITY		
4810	Voitonjakovelat	LIABILITY		
4815	Optiolainat	LIABILITY		
4820	Saadut vuokravakuudet	LIABILITY		
4825	Selvittelytili	LIABILITY		
4830	Muut lyhytaikaiset velat	LIABILITY		
____Siirtovelat				
4840	Vuokratulot (siirtovelat)	LIABILITY		
4845	Korkotulot (siirtovelat)	LIABILITY		
4850	Jaksotetut investointiavustukset (siirtovelat)	LIABILITY		
4855	Muut tuloennakot (siirtovelat)	LIABILITY		
4860	Palkkamenot (siirtovelat)	LIABILITY		
4865	Lomapalkkamenot (siirtovelat)	LIABILITY		
4870	Eläkevakuutusmaksut (siirtovelat)	LIABILITY		
4875	Sosiaaliturvamaksut (siirtovelat)	LIABILITY		
4880	Työnantajan pakolliset vakuutusmaksut (siirtovelat)	LIABILITY		
4885	Vuokramenot (siirtovelat)	LIABILITY		
4890	Korkomenot (siirtovelat)	LIABILITY		
4895	Tuloverot (siirtovelat)	LIABILITY		
4900	Muut menojäämät (siirtovelat)	LIABILITY		
4905	Myynnin alennukset (siirtovelat)	LIABILITY		
4910	Vastaiset menot ja menetykset (siirtovelat)	LIABILITY		
4915	Laskennalliset kurssivoitot (siirtovelat)	LIABILITY		
4920	Arvonlisäverovelat ennakkomaksuista (siirtovelat)	LIABILITY	VAT_DELAYED_PAYABLE	
4925	Muut siirtovelat	LIABILITY		
____Laskennalliset verovelat				
4930	Laskennalliset verovelat	LIABILITY		
Tuloslaskelma				
_Myyntituotot				
__Yleiset myyntitilit				
5000	Myynti	REVENUE	_SALES	
__Oheispalvelut				
5010	Oheispalvelutuotot	REVENUE	_OTHER_INCOME	
__Tavaravienti				
5020	Yhteisömyynti EMU-maat	REVENUE	___EURO_AREA_SALES	
5025	Yhteisömyynti muut EU-maat	REVENUE	___NON_EURO_AREA_SALES	
5030	Myynti yhteisön ulkopuolelle	REVENUE	__NON_EU_SALES	
5035	Palveluiden myynti EU-maihin	REVENUE	__EU_SALES	
__Myynti, arvopaperit ja kiinteistöt				
5040	Kiinteistöjen myynti	REVENUE		
5045	Vuokratuotot	REVENUE		
5050	Arvopapereiden myynti	REVENUE		
5055	Kryptovaluuttojen myynti	REVENUE		
5060	Osinkotuotot	REVENUE		
5062	Osinkotuotot kryptovaluuttoina	REVENUE		
5065	Korkotuotot	REVENUE		
5070	Muut kiinteistö-  ja arvopaperituotot	REVENUE		
__Myynnin oikaisuerät				
5080	Myynnin alennukset	EXPENSE	_SALES	
5085	Yhteisömyynnin alennukset EMU-maat	EXPENSE	___EURO_AREA_SALES	
5090	Yhteisömyynnin alennukset muut EU-maat	EXPENSE	___NON_EURO_AREA_SALES	
5095	Muut välilliset verot	EXPENSE		
5100	Myynnin valuuttakurssierot	EXPENSE		
5105	Muut myynnin oikaisuerät	EXPENSE		
_Liiketoiminnan muut tuotot				
5110	Käyttöomaisuuden myyntivoitot	REVENUE	INCOME	
5115	Myyntivoitto liiketoimintakaupoista	REVENUE		
5120	Vuokratuotot kiinteistöistä	REVENUE		
5125	Vuokratuotot huoneistoista	REVENUE		
5130	Vuokratuotot henkilöstön virkistystiloista	REVENUE		
5135	Vuokratuotot koneista ja kalustosta	REVENUE	INCOME	
5140	Muut vuokratuotot	REVENUE		
5145	Saadut avustukset	REVENUE		
5150	Saadut työllistämiskorvaukset	REVENUE		
5155	Saadut oppisopimuskorvaukset	REVENUE		
5160	Saadut tuet	REVENUE		
5165	Muut palvelutuotot	REVENUE	INCOME	
5170	Muut liiketoiminnan muut tuotot	REVENUE	INCOME	
_Materiaalit ja palvelut				
__Aineet, tarvikkeet ja tavarat				
___Ostot tilikauden aikana				
____Aine-, tarvike- ja tavaraostot				
5300	Ostot	EXPENSE	EXPENSE	
____Ostot, arvopaperit ja kiinteistöt				
5310	Kiinteistöostot	EXPENSE		
5315	Arvopapereiden ostot	EXPENSE		
5320	Muut vaihto-omaisuusosakkeiden kulut	EXPENSE		
5325	Arvopapapereiden kaupankäyntikulut	EXPENSE	____STOCK_BROKER_SERVICE_FEE	
5330	Kryptovaluuttojen kaupankäyntikulut	EXPENSE		
5335	Arvopapapereiden myyntitappiot	EXPENSE		
5340	Kryptovaluuttojen myyntitappiot	EXPENSE		
____Ostojen oikaisuerät				
5350	Ostojen valuuttakurssierot	EXPENSE		
5355	Muut ostojen oikaisuerät	EXPENSE	EXPENSE	
__Ulkopuoliset palvelut				
5360	Ulkopuoliset palvelut	EXPENSE	EXPENSE	
_Henkilöstökulut				
__Palkat ja palkkiot				
___Työntekijöiden palkat ja palkkiot				
____Työssäoloajan normaalipalkat				
5400	Työntekijäpalkat	EXPENSE		
5405	Kuukausipalkat	EXPENSE		
5410	Tuntipalkat	EXPENSE		
5415	Ulkomaan työskentelyn palkat	EXPENSE		
5420	Palkat, lähdeveronalaiset	EXPENSE		
5425	Palkkojen jaksotus	EXPENSE		
____Lisät ja korvaukset				
5430	Ylityönlisät	EXPENSE		
5435	Muut palkanlisät	EXPENSE		
5440	Ennakonpidätyksen alaiset päivärahat	EXPENSE		
5445	Muut ennakonpidätyksen alaiset korvaukset	EXPENSE		
5450	Osapalkkiot	EXPENSE		
5455	Kannustuspalkkiot	EXPENSE		
5460	Lisien, korvausten ja palkkioiden jaksotus	EXPENSE		
____Palkkiot				
5470	Palkkiot	EXPENSE		
5475	Palkkioiden jaksotus	EXPENSE		
____Loma-ajan ja sosiaalipalkat				
5480	Vuosilomapalkat	EXPENSE		
5485	Vuosilomakorvaukset	EXPENSE		
5490	Lomaltapaluurahat	EXPENSE		
5495	Lomapalkkojen jaksotus	EXPENSE		
5500	Sairausajan ja vanhempainvapaan palkat	EXPENSE		
5505	Muut sosiaalipalkat	EXPENSE		
5510	Sosiaalipalkkojen jaksotus	EXPENSE		
____Luontoisedut				
5520	Asuntoedut	EXPENSE		
5525	Ravintoedut	EXPENSE		
5530	Autoedut	EXPENSE		
5535	Puhelinedut	EXPENSE		
5540	Muut luontoisedut	EXPENSE		
____Saadut korvaukset palkoista				
5550	Saadut sairausvakuutuskorvaukset	REVENUE		
5555	Saadut tapaturmavakuutuskorvaukset	REVENUE		
5560	Korvausten jaksotus	EXPENSE		
___Johdon palkat				
____Johdon palkat ja palkkiot				
