# number / title	text	type	code	data
Vastaavaa				
__Pysyvät vastaavat				
___Aineettomat hyödykkeet				
____Perustamismenot				
2964	Sosiaaliturvamaksut (siirtovelat)	LIABILITY		
2965	Työnantajan pakolliset vakuutusmaksut (siirtovelat)	LIABILITY		
2966	Vuokramenot (siirtovelat)	LIABILITY		
2967	Korkomenot (siirtovelat)	LIABILITY		
2968	Tuloverot (siirtovelat)	LIABILITY		
2969	Muut menojäämät (siirtovelat)	LIABILITY		
2971	Myynnin alennukset (siirtovelat)	LIABILITY		
2973	Vastaiset menot ja menetykset (siirtovelat)	LIABILITY		
2975	Laskennalliset kurssivoitot (siirtovelat)	LIABILITY		
2977	Arvonlisäverovelat ennakkomaksuista (siirtovelat)	LIABILITY	VAT_DELAYED_PAYABLE	
2979	Muut siirtovelat	LIABILITY		
____Laskennalliset verovelat				
2981	Laskennalliset verovelat	LIABILITY		
Tuloslaskelma				
_Myyntituotot				
__Yleiset myyntitilit				
3000	Myynti	REVENUE	_SALES	
3010	Myynti 2	REVENUE	_SALES	
3020	Myynti 3	REVENUE	_SALES	
3030	Myynti 4	REVENUE	_SALES	
3040	Myynti 5	REVENUE	_SALES	
3050	Myynti 6	REVENUE	_SALES	
3060	Myynti 7	REVENUE	_SALES	
3070	Myynti 8	REVENUE	_SALES	
3080	Myynti 9	REVENUE	_SALES	
3090	Myynti 10	REVENUE	_SALES	
3110	Rakentamispalveluiden myynti (käänn. verovelv.)	REVENUE	_SALES	
__Oheispalvelut				
3200	Puhelintuotot	REVENUE	_OTHER_INCOME	
3210	Veikkaustuotot	REVENUE	_OTHER_INCOME	
3220	Automaattituotot	REVENUE	_OTHER_INCOME	
3230	Muut oheispalvelutuotot	REVENUE	_OTHER_INCOME	
__Toimitusveloitukset ja osamaksulisät				
3250	Laskutuslisät	REVENUE	_OTHER_INCOME	
3260	Kuljetusvakuutukset	REVENUE	_OTHER_INCOME	
3270	Kuljetusveloitukset	REVENUE	_OTHER_INCOME	
3280	Muut toimitusveloitukset	REVENUE	_OTHER_INCOME	
3290	Osamaksulisät	REVENUE	_OTHER_INCOME	
__Komissiokauppa ja agentuuri				
3300	Komissiomyynti	REVENUE		
3310	Komissio-ostot	REVENUE		
3320	Välityspalvelutuotot	REVENUE		
__Tavaravienti				
3330	Tavaramyynti Ahvenanmaalle	REVENUE		
3350	Yhteisömyynti EMU-maat	REVENUE	___EURO_AREA_SALES	
3360	Yhteisömyynti muut EU-maat	REVENUE	___NON_EURO_AREA_SALES	
3370	Kolmikantamyynti	REVENUE		
3380	Myynti yhteisön ulkopuolelle	REVENUE	__NON_EU_SALES	
3390	Palveluiden myynti EU-maihin	REVENUE	__EU_SALES	
__Myynti, käytetyt tavarat ja taide-, keräily- ja antiikkiesineet				
3400	Myynti käytetyt tavarat	REVENUE		
3410	Myynti käytetyt tavarat marginaalimenettely	REVENUE		
3420	Myynti taide-, keräily- ja antiikkiesineet	REVENUE		
3430	Myynti taide-, keräily-ja antiikkiesineet marginaalimenettely	REVENUE		
__Myynti, arvopaperit ja kiinteistöt				
3440	Kiinteistöjen myynti	REVENUE		
3450	Vuokratuotot	REVENUE		
3460	Arvopapereiden myynti	REVENUE		
3470	Osinkotuotot	REVENUE		
3480	Korkotuotot	REVENUE		
3490	Muut kiinteistö-  ja arvopaperituotot	REVENUE		
__Myynnin oikaisuerät				
